Indicador ID,Indicador Nombre,Período,Mes,Ministerio ID,Ministerio Nombre,Línea ID,Línea Título,Valor,Unidad,Meta,Fuente,Responsable Nombre,Responsable Email,Observaciones,Estado,Publicado,Creado En,Actualizado En
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,ABR,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",6,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,MAY,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",3,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,JUN,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,JUL,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",7,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,AGO,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",7,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,SEP,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",6,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,OCT,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",4,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEPERSONASAS,Cantidad de personas asesoradas por mes: Total de personas en situación de violencia por razones de género en el ámbito laboral que reciben asesoramiento por parte de la Secretaría de Trabajo y Empleo.,2024,NOV,JUS,Justicia,FCONTINUARCONELASESO,"F) Continuar con el asesoramiento brindado por la Secretaria de Trabajo y Empleo a personas en situación de violencia por razones de género en el ámbito laboral, a través de las herramientas desplegadas por la Dirección General Relaciones del Trabajo en el marco del Convenio 190 de la Organización Internacional del Trabajo (OIT).",2,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,ENE,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,FEB,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,MAR,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",0,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,ABR,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",60,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,MAY,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",50,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,JUN,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",60,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,JUL,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",40,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,AGO,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",60,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,SEP,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",50,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,OCT,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",55,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,NOV,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",60,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
CANTIDADDEDELEGADASS,Cantidad de delegadas sindicales convocadas a encuentros de difusion de la iniciativa PARES,2024,DIC,JUS,Justicia,GSUMARATRAVSDELASECR,"G) Sumar, a través de la Secretaría de Trabajo y Empleo, a las asociaciones sindicales a la iniciativa PARES.",30,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.602Z,2025-09-12T14:56:13.602Z
GARANTIZARELCUMPLIMI,Garantizar el cumplimiento de la capacitación obligatoria en Ley Micaela.,2024,ENE,JEF,Jefatura de Gabinete,JEFATURADEGABINETE,Jefatura de Gabinete,4557,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.610Z,2025-09-12T14:56:13.610Z
GARANTIZARELCUMPLIMI,Garantizar el cumplimiento de la capacitación obligatoria en Ley Micaela.,2024,SEPT,JEF,Jefatura de Gabinete,JEFATURADEGABINETE,Jefatura de Gabinete,610,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.610Z,2025-09-12T14:56:13.610Z
GARANTIZARELCUMPLIMI,Garantizar el cumplimiento de la capacitación obligatoria en Ley Micaela.,2024,OCT,JEF,Jefatura de Gabinete,JEFATURADEGABINETE,Jefatura de Gabinete,196,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.610Z,2025-09-12T14:56:13.610Z
GARANTIZARELCUMPLIMI,Garantizar el cumplimiento de la capacitación obligatoria en Ley Micaela.,2024,NOV,JEF,Jefatura de Gabinete,JEFATURADEGABINETE,Jefatura de Gabinete,553,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.610Z,2025-09-12T14:56:13.610Z
GARANTIZARELCUPODEMU,"Garantizar el cupo de mujeres en los cursos de los Programas Talento Tech +18 (50%) y Talento Tech -18 (40%), o los que en un futuro los reemplacen.",2024,ENE,EDU,Educación,EDUCACIN228,Educación 22/8,0.39,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.622Z,2025-09-12T14:56:13.622Z
AACTUALIZARLOSLINEAM,"A) Actualizar los lineamientos para la intervención ante situaciones de violencia por razones de género, identidad de género y discriminación en el marco de la Resolución N° 120/ERSP/19.",2024,JUL,ENT,Ente regulador de servicios públicos,ENTEREGULADORDESERVI,Ente regulador de servicios públicos,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.630Z,2025-09-12T14:56:13.630Z
AACTUALIZARLOSLINEAM,"A) Actualizar los lineamientos para la intervención ante situaciones de violencia por razones de género, identidad de género y discriminación en el marco de la Resolución N° 120/ERSP/19.",2024,AGO,ENT,Ente regulador de servicios públicos,ENTEREGULADORDESERVI,Ente regulador de servicios públicos,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.630Z,2025-09-12T14:56:13.630Z
AACTUALIZARLOSLINEAM,"A) Actualizar los lineamientos para la intervención ante situaciones de violencia por razones de género, identidad de género y discriminación en el marco de la Resolución N° 120/ERSP/19.",2024,SEPT,ENT,Ente regulador de servicios públicos,ENTEREGULADORDESERVI,Ente regulador de servicios públicos,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.630Z,2025-09-12T14:56:13.630Z
AACTUALIZARLOSLINEAM,"A) Actualizar los lineamientos para la intervención ante situaciones de violencia por razones de género, identidad de género y discriminación en el marco de la Resolución N° 120/ERSP/19.",2024,OCT,ENT,Ente regulador de servicios públicos,ENTEREGULADORDESERVI,Ente regulador de servicios públicos,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.630Z,2025-09-12T14:56:13.630Z
AACTUALIZARLOSLINEAM,"A) Actualizar los lineamientos para la intervención ante situaciones de violencia por razones de género, identidad de género y discriminación en el marco de la Resolución N° 120/ERSP/19.",2024,NOV,ENT,Ente regulador de servicios públicos,ENTEREGULADORDESERVI,Ente regulador de servicios públicos,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.630Z,2025-09-12T14:56:13.630Z
CREARENCONJUNTOCONLA,"Crear en conjunto con la Subsecretaría de la Mujer una “Mesa Interministerial de Femicidios” de la Ciudad de Buenos Aires, para el análisis y elaboración de informes estadísticos entorno a los femicidios ocurridos en el ámbito de la Ciudad.",2024,ENE,SEG,Seguridad,SEGURIDAD165,Seguridad 16-5,1,,,Excel Original,Sistema Automático,sistema@pio.gob.ar,,validado,No,2025-09-12T14:56:13.642Z,2025-09-12T14:56:13.642Z
